Event_Number;Ini_E[MeV];Ini_X[cm];Ini_Y[cm];Ini_Z[cm];Ini_Theta;Ini_Phi;Number_of_hits
4;18.9;6.05;-13.2;761.989;;;
3;18.9;-6.05;-96.9;518.609;;;
4;69.3;-18.15;-13.2;110.154;;;
98;178.0;1.0;1.0;-220.0;0.0;0.0;2.0
1;6.3;6.05;-187.3;113.107;;;
3;-6.3;6.05;-96.9;426.919;;;
99;178.0;1.0;1.0;-220.0;0.0;0.0;4.0
1;6.3;6.05;-187.3;11.065;;;
2;6.3;6.05;-134.8;292.709;;;
3;6.3;6.05;-96.9;434.496;;;
4;6.3;6.05;-13.2;744.446;;;
100;178.0;1.0;1.0;-220.0;0.0;0.0;3.0
1;6.3;6.05;-187.3;113.386;;;
3;-6.3;6.05;-96.9;430.671;;;
4;-6.3;6.05;-13.2;713.181;;;
1;56.0;1.0;1.0;-220.0;0.0;0.0;4.0
1;6.3;6.05;-187.3;11.563;;;
2;6.3;6.05;-134.8;304.832;;;
3;6.3;6.05;-96.9;443.849;;;
4;6.3;-6.05;-13.2;748.818;;;
2;56.0;1.0;1.0;-220.0;0.0;0.0;3.0
1;6.3;6.05;-187.3;115.764;;;
2;6.3;-6.05;-134.8;286.132;;;
3;6.3;-6.05;-96.9;435.004;;;
3;56.0;1.0;1.0;-220.0;0.0;0.0;3.0
1;6.3;6.05;-187.3;114.469;;;
2;6.3;6.05;-134.8;304.733;;;
3;-6.3;6.05;-96.9;442.275;;;
4;56.0;1.0;1.0;-220.0;0.0;0.0;4.0
1;6.3;6.05;-187.3;108.762;;;
2;6.3;6.05;-134.8;29.281;;;
3;6.3;6.05;-96.9;413.006;;;
4;18.9;6.05;-13.2;784.537;;;
5;56.0;1.0;1.0;-220.0;0.0;0.0;4.0
1;6.3;6.05;-187.3;113.447;;;
2;6.3;-6.05;-134.8;308.738;;;
3;-6.3;-6.05;-96.9;465.266;;;
4;-18.9;-30.25;-13.2;856.812;;;
6;56.0;1.0;1.0;-220.0;0.0;0.0;3.0
1;6.3;6.05;-187.3;116.422;;;
2;6.3;-6.05;-134.8;365.169;;;
3;18.9;-18.15;-96.9;548.959;;;
7;56.0;1.0;1.0;-220.0;0.0;0.0;3.0
1;6.3;6.05;-187.3;105.719;;;
2;-6.3;6.05;-134.8;32.947;;;
4;-6.3;42.35;-13.2;974.491;;;
8;56.0;1.0;1.0;-220.0;0.0;0.0;3.0
1;6.3;6.05;-187.3;117.681;;;
2;6.3;-6.05;-134.8;328.727;;;
3;6.3;-18.15;-96.9;515.002;;;
9;56.0;1.0;1.0;-220.0;0.0;0.0;3.0
1;6.3;6.05;-187.3;114.699;;;
3;-6.3;-6.05;-96.9;413.099;;;
4;6.3;-18.15;-13.2;779.984;;;
10;56.0;1.0;1.0;-220.0;0.0;0.0;2.0
1;6.3;6.05;-187.3;109.583;;;
4;-31.5;18.15;-13.2;86.464;;;
11;56.0;1.0;1.0;-220.0;0.0;0.0;4.0
1;6.3;6.05;-187.3;11.377;;;
2;6.3;6.05;-134.8;312.405;;;
3;6.3;6.05;-96.9;486.098;;;
4;6.3;42.35;-13.2;947.759;;;
12;56.0;1.0;1.0;-220.0;0.0;0.0;4.0
1;6.3;6.05;-187.3;112.971;;;
2;6.3;6.05;-134.8;308.354;;;
3;18.9;-6.05;-96.9;490.962;;;
4;31.5;-6.05;-13.2;902.976;;;
13;56.0;1.0;1.0;-220.0;0.0;0.0;4.0
1;6.3;6.05;-187.3;110.522;;;
2;6.3;-6.05;-134.8;30.618;;;
3;6.3;-6.05;-96.9;459.809;;;
4;6.3;-18.15;-13.2;781.063;;;
14;56.0;1.0;1.0;-220.0;0.0;0.0;4.0
1;6.3;6.05;-187.3;107.953;;;
2;6.3;-6.05;-134.8;295.253;;;
3;6.3;-6.05;-96.9;422.437;;;
4;6.3;-6.05;-13.2;741.087;;;
15;56.0;1.0;1.0;-220.0;0.0;0.0;4.0
1;6.3;6.05;-187.3;112.896;;;
2;-6.3;-6.05;-134.8;301.417;;;
3;-6.3;-6.05;-96.9;45.652;;;
4;-6.3;-18.15;-13.2;780.325;;;
16;56.0;1.0;1.0;-220.0;0.0;0.0;4.0
1;6.3;6.05;-187.3;119.424;;;
2;6.3;6.05;-134.8;349.697;;;
3;6.3;6.05;-96.9;471.301;;;
4;31.5;-6.05;-13.2;855.907;;;
17;56.0;1.0;1.0;-220.0;0.0;0.0;3.0
1;6.3;6.05;-187.3;115.944;;;
3;-6.3;-6.05;-96.9;448.861;;;
4;-18.9;-6.05;-13.2;797.447;;;
18;56.0;1.0;1.0;-220.0;0.0;0.0;2.0
1;6.3;6.05;-187.3;11.281;;;
3;-6.3;-18.15;-96.9;586.059;;;
19;56.0;1.0;1.0;-220.0;0.0;0.0;4.0
1;6.3;6.05;-187.3;115.343;;;
2;6.3;-6.05;-134.8;333.176;;;
3;18.9;6.05;-96.9;516.373;;;
4;31.5;6.05;-13.2;901.976;;;
20;56.0;1.0;1.0;-220.0;0.0;0.0;4.0
1;6.3;6.05;-187.3;112.653;;;
2;-6.3;-6.05;-134.8;296.431;;;
3;-6.3;-6.05;-96.9;48.183;;;
4;-6.3;-18.15;-13.2;824.828;;;
21;56.0;1.0;1.0;-220.0;0.0;0.0;5.0
1;6.3;6.05;-187.3;105.724;;;
2;6.3;-6.05;-134.8;328.707;;;
3;18.9;-6.05;-96.9;541.356;;;
4;56.7;-6.05;-13.2;102.381;;;
4;44.1;-18.15;-13.2;9.96;;;
22;56.0;1.0;1.0;-220.0;0.0;0.0;3.0
1;6.3;6.05;-187.3;115.672;;;
2;6.3;-6.05;-134.8;330.946;;;
3;31.5;-6.05;-96.9;578.856;;;
23;56.0;1.0;1.0;-220.0;0.0;0.0;2.0
1;6.3;6.05;-187.3;115.052;;;
4;6.3;-6.05;-13.2;694.785;;;
24;56.0;1.0;1.0;-220.0;0.0;0.0;4.0
1;6.3;6.05;-187.3;10.852;;;
2;6.3;6.05;-134.8;337.655;;;
3;6.3;18.15;-96.9;490.801;;;
4;18.9;6.05;-13.2;798.536;;;
25;56.0;1.0;1.0;-220.0;0.0;0.0;4.0
1;6.3;6.05;-187.3;109.085;;;
2;-6.3;6.05;-134.8;33.093;;;
3;-6.3;18.15;-96.9;514.577;;;
4;-6.3;54.45;-13.2;977.307;;;
26;56.0;1.0;1.0;-220.0;0.0;0.0;3.0
1;6.3;6.05;-187.3;106.406;;;
2;6.3;-6.05;-134.8;34.167;;;
3;18.9;-6.05;-96.9;517.963;;;
27;56.0;1.0;1.0;-220.0;0.0;0.0;1.0
1;6.3;6.05;-187.3;117.639;;;
28;56.0;1.0;1.0;-220.0;0.0;0.0;4.0
1;6.3;6.05;-187.3;114.163;;;
2;-6.3;6.05;-134.8;318.002;;;
3;-6.3;6.05;-96.9;464.762;;;
4;-6.3;6.05;-13.2;751.038;;;
29;56.0;1.0;1.0;-220.0;0.0;0.0;4.0
1;6.3;6.05;-187.3;110.855;;;
2;6.3;-6.05;-134.8;288.715;;;
3;6.3;6.05;-96.9;441.224;;;
4;6.3;18.15;-13.2;794.988;;;
30;56.0;1.0;1.0;-220.0;0.0;0.0;3.0
1;6.3;6.05;-187.3;103.563;;;
2;-6.3;-6.05;-134.8;31.244;;;
3;-6.3;-6.05;-96.9;465.397;;;
31;56.0;1.0;1.0;-220.0;0.0;0.0;4.0
1;6.3;6.05;-187.3;118.256;;;
2;-6.3;-6.05;-134.8;29.389;;;
3;-6.3;6.05;-96.9;438.287;;;
4;-6.3;-6.05;-13.2;724.831;;;
32;56.0;1.0;1.0;-220.0;0.0;0.0;3.0
1;6.3;6.05;-187.3;118.434;;;
2;6.3;6.05;-134.8;331.303;;;
3;6.3;6.05;-96.9;481.162;;;
33;56.0;1.0;1.0;-220.0;0.0;0.0;3.0
1;6.3;6.05;-187.3;116.178;;;
3;6.3;-6.05;-96.9;443.482;;;
4;18.9;-18.15;-13.2;825.342;;;
34;56.0;1.0;1.0;-220.0;0.0;0.0;3.0
1;6.3;6.05;-187.3;112.321;;;
2;6.3;18.15;-134.8;407.879;;;
3;6.3;42.35;-96.9;646.618;;;
35;56.0;1.0;1.0;-220.0;0.0;0.0;3.0
1;6.3;6.05;-187.3;115.221;;;
2;-6.3;-6.05;-134.8;306.766;;;
4;18.9;-6.05;-13.2;837.644;;;
36;56.0;1.0;1.0;-220.0;0.0;0.0;4.0
1;6.3;6.05;-187.3;112.183;;;
2;6.3;6.05;-134.8;310.885;;;
3;6.3;6.05;-96.9;441.153;;;
4;-6.3;30.25;-13.2;846.732;;;
37;56.0;1.0;1.0;-220.0;0.0;0.0;4.0
1;6.3;6.05;-187.3;114.512;;;
2;6.3;-6.05;-134.8;31.774;;;
3;-6.3;-6.05;-96.9;461.726;;;
4;-31.5;-30.25;-13.2;937.226;;;
38;56.0;1.0;1.0;-220.0;0.0;0.0;3.0
1;6.3;6.05;-187.3;11.259;;;
2;18.9;-6.05;-134.8;366.233;;;
3;31.5;-6.05;-96.9;591.922;;;
39;56.0;1.0;1.0;-220.0;0.0;0.0;4.0
1;6.3;6.05;-187.3;113.232;;;
2;18.9;6.05;-134.8;360.139;;;
3;18.9;6.05;-96.9;523.442;;;
4;31.5;18.15;-13.2;861.138;;;
40;56.0;1.0;1.0;-220.0;0.0;0.0;5.0
1;6.3;6.05;-187.3;105.181;;;
2;-6.3;6.05;-134.8;303.428;;;
3;6.3;6.05;-96.9;41.481;;;
4;18.9;-30.25;-13.2;881.613;;;
4;-6.3;18.15;-13.2;812.847;;;
41;56.0;1.0;1.0;-220.0;0.0;0.0;4.0
1;6.3;6.05;-187.3;118.693;;;
2;6.3;6.05;-134.8;323.359;;;
3;18.9;6.05;-96.9;564.213;;;
4;44.1;-6.05;-13.2;944.023;;;
42;56.0;1.0;1.0;-220.0;0.0;0.0;3.0
1;6.3;6.05;-187.3;115.058;;;
2;-6.3;6.05;-134.8;365.341;;;
3;-6.3;18.15;-96.9;552.063;;;
43;56.0;1.0;1.0;-220.0;0.0;0.0;3.0
1;6.3;6.05;-187.3;11.723;;;
3;-6.3;6.05;-96.9;457.071;;;
4;-18.9;-6.05;-13.2;807.256;;;
44;56.0;1.0;1.0;-220.0;0.0;0.0;4.0
1;6.3;6.05;-187.3;108.576;;;
2;6.3;18.15;-134.8;366.665;;;
3;-6.3;18.15;-96.9;524.733;;;
4;-18.9;18.15;-13.2;84.174;;;
45;56.0;1.0;1.0;-220.0;0.0;0.0;3.0
1;6.3;6.05;-187.3;117.856;;;
2;-6.3;6.05;-134.8;308.854;;;
4;-6.3;-18.15;-13.2;801.661;;;
46;56.0;1.0;1.0;-220.0;0.0;0.0;3.0
1;6.3;6.05;-187.3;111.585;;;
2;6.3;-6.05;-134.8;294.256;;;
3;-6.3;-6.05;-96.9;447.247;;;
47;56.0;1.0;1.0;-220.0;0.0;0.0;4.0
1;6.3;6.05;-187.3;118.024;;;
2;6.3;-6.05;-134.8;298.891;;;
3;-6.3;-6.05;-96.9;447.609;;;
4;-18.9;-6.05;-13.2;805.294;;;
48;56.0;1.0;1.0;-220.0;0.0;0.0;3.0
1;6.3;6.05;-187.3;10.954;;;
3;6.3;6.05;-96.9;461.096;;;
4;-6.3;30.25;-13.2;864.163;;;
49;56.0;1.0;1.0;-220.0;0.0;0.0;4.0
1;6.3;6.05;-187.3;115.761;;;
2;-6.3;6.05;-134.8;300.675;;;
3;-6.3;6.05;-96.9;44.885;;;
4;6.3;18.15;-13.2;778.275;;;
50;56.0;1.0;1.0;-220.0;0.0;0.0;2.0
1;6.3;6.05;-187.3;119.101;;;
4;-6.3;-30.25;-13.2;852.186;;;
51;56.0;1.0;1.0;-220.0;0.0;0.0;4.0
1;6.3;6.05;-187.3;117.324;;;
2;6.3;6.05;-134.8;321.261;;;
3;6.3;6.05;-96.9;488.498;;;
4;-6.3;30.25;-13.2;869.483;;;
52;56.0;1.0;1.0;-220.0;0.0;0.0;3.0
1;6.3;6.05;-187.3;112.864;;;
2;-6.3;-6.05;-134.8;308.827;;;
3;-6.3;6.05;-96.9;456.288;;;
53;56.0;1.0;1.0;-220.0;0.0;0.0;4.0
1;6.3;6.05;-187.3;108.764;;;
2;6.3;6.05;-134.8;329.141;;;
3;6.3;18.15;-96.9;500.657;;;
4;-6.3;30.25;-13.2;874.658;;;
54;56.0;1.0;1.0;-220.0;0.0;0.0;3.0
1;6.3;6.05;-187.3;10.353;;;
2;6.3;-6.05;-134.8;306.584;;;
3;6.3;-6.05;-96.9;46.332;;;
55;56.0;1.0;1.0;-220.0;0.0;0.0;3.0
1;6.3;6.05;-187.3;102.282;;;
2;6.3;-18.15;-134.8;369.083;;;
3;6.3;-42.35;-96.9;638.569;;;
56;56.0;1.0;1.0;-220.0;0.0;0.0;4.0
1;6.3;6.05;-187.3;112.562;;;
2;6.3;-6.05;-134.8;293.262;;;
3;6.3;6.05;-96.9;44.553;;;
4;18.9;18.15;-13.2;868.421;;;
57;56.0;1.0;1.0;-220.0;0.0;0.0;4.0
1;6.3;6.05;-187.3;121.562;;;
2;-6.3;6.05;-134.8;328.531;;;
3;-6.3;18.15;-96.9;483.357;;;
4;-18.9;18.15;-13.2;818.937;;;
58;56.0;1.0;1.0;-220.0;0.0;0.0;4.0
1;6.3;6.05;-187.3;109.783;;;
2;6.3;6.05;-134.8;323.201;;;
3;6.3;6.05;-96.9;454.458;;;
4;18.9;6.05;-13.2;785.559;;;
59;56.0;1.0;1.0;-220.0;0.0;0.0;4.0
1;6.3;6.05;-187.3;106.781;;;
2;6.3;-6.05;-134.8;344.427;;;
3;18.9;-6.05;-96.9;510.257;;;
4;69.3;18.15;-13.2;11.173;;;
60;56.0;1.0;1.0;-220.0;0.0;0.0;3.0
1;6.3;6.05;-187.3;11.536;;;
2;6.3;-6.05;-134.8;310.108;;;
4;-6.3;42.35;-13.2;929.668;;;
61;56.0;1.0;1.0;-220.0;0.0;0.0;4.0
1;6.3;6.05;-187.3;107.571;;;
2;6.3;6.05;-134.8;306.172;;;
3;6.3;6.05;-96.9;461.666;;;
4;6.3;18.15;-13.2;809.476;;;
62;56.0;1.0;1.0;-220.0;0.0;0.0;4.0
1;6.3;6.05;-187.3;112.698;;;
2;6.3;6.05;-134.8;311.924;;;
3;6.3;6.05;-96.9;459.412;;;
4;44.1;18.15;-13.2;957.147;;;
63;56.0;1.0;1.0;-220.0;0.0;0.0;3.0
1;6.3;6.05;-187.3;112.658;;;
2;-6.3;6.05;-134.8;308.759;;;
3;-6.3;6.05;-96.9;438.119;;;
64;56.0;1.0;1.0;-220.0;0.0;0.0;3.0
1;6.3;6.05;-187.3;108.671;;;
2;-6.3;6.05;-134.8;352.355;;;
4;-6.3;54.45;-13.2;998.229;;;
65;56.0;1.0;1.0;-220.0;0.0;0.0;4.0
1;6.3;6.05;-187.3;104.261;;;
2;6.3;6.05;-134.8;296.165;;;
3;-6.3;-6.05;-96.9;426.444;;;
4;-6.3;-30.25;-13.2;853.954;;;
66;56.0;1.0;1.0;-220.0;0.0;0.0;2.0
1;6.3;6.05;-187.3;109.973;;;
4;-6.3;-30.25;-13.2;871.569;;;
67;56.0;1.0;1.0;-220.0;0.0;0.0;3.0
1;6.3;6.05;-187.3;115.264;;;
2;6.3;6.05;-134.8;320.349;;;
3;18.9;6.05;-96.9;504.051;;;
68;56.0;1.0;1.0;-220.0;0.0;0.0;4.0
1;6.3;6.05;-187.3;10.818;;;
2;6.3;6.05;-134.8;297.178;;;
3;6.3;6.05;-96.9;425.239;;;
3;6.3;-6.05;-96.9;470.833;;;
69;56.0;1.0;1.0;-220.0;0.0;0.0;4.0
1;6.3;6.05;-187.3;111.814;;;
2;6.3;6.05;-134.8;319.329;;;
3;6.3;6.05;-96.9;49.037;;;
4;31.5;30.25;-13.2;945.386;;;
70;56.0;1.0;1.0;-220.0;0.0;0.0;4.0
1;6.3;6.05;-187.3;106.814;;;
2;6.3;-6.05;-134.8;298.513;;;
3;6.3;-6.05;-96.9;460.308;;;
4;6.3;30.25;-13.2;854.828;;;
71;56.0;1.0;1.0;-220.0;0.0;0.0;4.0
1;6.3;6.05;-187.3;110.093;;;
2;-6.3;6.05;-134.8;301.797;;;
3;-6.3;6.05;-96.9;425.582;;;
4;-18.9;-6.05;-13.2;803.153;;;
72;56.0;1.0;1.0;-220.0;0.0;0.0;4.0
1;6.3;6.05;-187.3;111.902;;;
2;6.3;6.05;-134.8;350.957;;;
3;6.3;18.15;-96.9;542.762;;;
4;18.9;54.45;-13.2;107.064;;;
73;56.0;1.0;1.0;-220.0;0.0;0.0;1.0
1;6.3;6.05;-187.3;112.602;;;
74;56.0;1.0;1.0;-220.0;0.0;0.0;4.0
1;6.3;6.05;-187.3;110.275;;;
2;6.3;-6.05;-134.8;293.244;;;
3;6.3;-6.05;-96.9;437.788;;;
4;31.5;-42.35;-13.2;103.523;;;
75;56.0;1.0;1.0;-220.0;0.0;0.0;2.0
1;6.3;6.05;-187.3;114.584;;;
3;6.3;6.05;-96.9;421.079;;;
76;56.0;1.0;1.0;-220.0;0.0;0.0;3.0
1;6.3;6.05;-187.3;109.098;;;
2;-6.3;-6.05;-134.8;291.973;;;
3;-6.3;-6.05;-96.9;445.111;;;
77;56.0;1.0;1.0;-220.0;0.0;0.0;3.0
1;6.3;6.05;-187.3;115.012;;;
3;-6.3;-6.05;-96.9;423.849;;;
4;6.3;-18.15;-13.2;807.996;;;
78;56.0;1.0;1.0;-220.0;0.0;0.0;4.0
1;6.3;6.05;-187.3;111.274;;;
2;-6.3;-6.05;-134.8;326.009;;;
3;-6.3;-6.05;-96.9;465.951;;;
4;18.9;-6.05;-13.2;84.176;;;
79;56.0;1.0;1.0;-220.0;0.0;0.0;2.0
1;6.3;6.05;-187.3;111.069;;;
2;18.9;6.05;-134.8;412.263;;;
80;56.0;1.0;1.0;-220.0;0.0;0.0;4.0
1;6.3;6.05;-187.3;108.301;;;
2;6.3;-6.05;-134.8;302.562;;;
3;18.9;-18.15;-96.9;585.527;;;
4;44.1;-42.35;-13.2;105.423;;;
81;56.0;1.0;1.0;-220.0;0.0;0.0;4.0
1;6.3;6.05;-187.3;116.408;;;
2;6.3;6.05;-134.8;296.868;;;
3;-6.3;-6.05;-96.9;4.18;;;
4;6.3;-18.15;-13.2;790.328;;;
82;56.0;1.0;1.0;-220.0;0.0;0.0;4.0
1;6.3;6.05;-187.3;111.886;;;
2;6.3;6.05;-134.8;323.966;;;
3;6.3;6.05;-96.9;4.493;;;
4;6.3;6.05;-13.2;735.063;;;
83;56.0;1.0;1.0;-220.0;0.0;0.0;3.0
1;6.3;6.05;-187.3;107.681;;;
2;6.3;-6.05;-134.8;302.676;;;
4;6.3;-30.25;-13.2;867.969;;;
84;56.0;1.0;1.0;-220.0;0.0;0.0;2.0
1;6.3;6.05;-187.3;108.792;;;
2;-6.3;-6.05;-134.8;289.342;;;
85;56.0;1.0;1.0;-220.0;0.0;0.0;3.0
1;6.3;6.05;-187.3;110.886;;;
3;-6.3;-6.05;-96.9;444.733;;;
4;-56.7;-6.05;-13.2;105.462;;;
86;56.0;1.0;1.0;-220.0;0.0;0.0;4.0
1;6.3;6.05;-187.3;110.214;;;
2;-6.3;6.05;-134.8;317.847;;;
3;-6.3;6.05;-96.9;480.101;;;
4;-6.3;-6.05;-13.2;769.792;;;
87;56.0;1.0;1.0;-220.0;0.0;0.0;4.0
1;6.3;6.05;-187.3;117.501;;;
2;-6.3;-6.05;-134.8;308.474;;;
3;-6.3;-6.05;-96.9;473.227;;;
4;-31.5;-42.35;-13.2;98.459;;;
88;56.0;1.0;1.0;-220.0;0.0;0.0;4.0
1;6.3;6.05;-187.3;113.788;;;
2;6.3;-6.05;-134.8;299.826;;;
3;6.3;-6.05;-96.9;466.702;;;
4;6.3;-18.15;-13.2;824.439;;;
89;56.0;1.0;1.0;-220.0;0.0;0.0;4.0
1;6.3;6.05;-187.3;117.038;;;
2;-6.3;6.05;-134.8;316.473;;;
3;-6.3;6.05;-96.9;47.273;;;
4;-6.3;18.15;-13.2;779.487;;;
90;56.0;1.0;1.0;-220.0;0.0;0.0;3.0
1;6.3;6.05;-187.3;117.289;;;
2;-6.3;6.05;-134.8;332.718;;;
3;-18.9;6.05;-96.9;497.772;;;
91;56.0;1.0;1.0;-220.0;0.0;0.0;4.0
1;6.3;6.05;-187.3;104.546;;;
2;6.3;-6.05;-134.8;300.612;;;
3;6.3;-6.05;-96.9;466.937;;;
4;31.5;-18.15;-13.2;876.862;;;
92;56.0;1.0;1.0;-220.0;0.0;0.0;3.0
1;6.3;6.05;-187.3;111.523;;;
2;-6.3;6.05;-134.8;312.681;;;
3;-6.3;6.05;-96.9;451.028;;;
93;56.0;1.0;1.0;-220.0;0.0;0.0;4.0
1;6.3;6.05;-187.3;110.106;;;
2;-6.3;6.05;-134.8;324.972;;;
3;-6.3;6.05;-96.9;448.843;;;
4;18.9;6.05;-13.2;78.975;;;
94;56.0;1.0;1.0;-220.0;0.0;0.0;3.0
1;6.3;6.05;-187.3;110.155;;;
2;-6.3;-6.05;-134.8;295.681;;;
4;-18.9;-6.05;-13.2;823.027;;;
95;56.0;1.0;1.0;-220.0;0.0;0.0;4.0
1;6.3;6.05;-187.3;107.079;;;
2;6.3;6.05;-134.8;319.063;;;
3;6.3;6.05;-96.9;43.153;;;
4;-31.5;18.15;-13.2;904.115;;;
96;56.0;1.0;1.0;-220.0;0.0;0.0;4.0
1;6.3;6.05;-187.3;110.326;;;
2;-6.3;-6.05;-134.8;317.372;;;
3;-18.9;-6.05;-96.9;511.855;;;
4;-31.5;-42.35;-13.2;101.686;;;
97;56.0;1.0;1.0;-220.0;0.0;0.0;4.0
1;6.3;6.05;-187.3;114.486;;;
2;6.3;6.05;-134.8;32.887;;;
3;18.9;6.05;-96.9;494.513;;;
4;18.9;-6.05;-13.2;816.863;;;
98;56.0;1.0;1.0;-220.0;0.0;0.0;2.0
1;6.3;6.05;-187.3;107.492;;;
3;-6.3;-18.15;-96.9;545.136;;;
99;56.0;1.0;1.0;-220.0;0.0;0.0;4.0
1;6.3;6.05;-187.3;113.602;;;
2;6.3;-6.05;-134.8;334.737;;;
3;18.9;-6.05;-96.9;518.302;;;
4;44.1;-6.05;-13.2;951.971;;;
100;56.0;1.0;1.0;-220.0;0.0;0.0;4.0
1;6.3;6.05;-187.3;117.503;;;
2;6.3;6.05;-134.8;341.553;;;
3;6.3;18.15;-96.9;499.312;;;
4;44.1;-6.05;-13.2;998.072;;;
