,Event_Number,Ini_E[MeV],Ini_X[cm],Ini_Y[cm],Ini_Z[cm],Ini_Theta,Ini_Phi,Number_of_hits
1374,4;44.1;42.35;-13.2;10.726;;;,,,,,,,finHit
1375,4;6.3;-6.05;-13.2;698.889;;;,,,,,,,finHit
1376,65;178;1;1;-220;0;0;4,,,,,,,finHit
1377,1;6.3;6.05;-187.3;106.602;;;,,,,,,,finHit
1378,2;6.3;6.05;-134.8;302.328;;;,,,,,,,finHit
1379,3;6.3;6.05;-96.9;431.206;;;,,,,,,,finHit
1380,4;6.3;6.05;-13.2;731.664;;;,,,,,,,finHit
1381,66;178;1;1;-220;0;0;2,,,,,,,finHit
1382,1;6.3;6.05;-187.3;109.064;;;,,,,,,,finHit
1383,4;6.3;6.05;-13.2;739.219;;;,,,,,,,finHit
1384,67;178;1;1;-220;0;0;4,,,,,,,finHit
1385,1;6.3;6.05;-187.3;111.017;;;,,,,,,,finHit
1386,2;6.3;6.05;-134.8;303.094;;;,,,,,,,finHit
1387,3;6.3;6.05;-96.9;445.634;;;,,,,,,,finHit
1388,4;6.3;18.15;-13.2;773.561;;;,,,,,,,finHit
1389,68;178;1;1;-220;0;0;3,,,,,,,finHit
1390,1;6.3;6.05;-187.3;10.963;;;,,,,,,,finHit
1391,3;6.3;6.05;-96.9;434.827;;;,,,,,,,finHit
1392,4;6.3;18.15;-13.2;788.381;;;,,,,,,,finHit
1393,69;178;1;1;-220;0;0;4,,,,,,,finHit
1394,1;6.3;6.05;-187.3;106.485;;;,,,,,,,finHit
1395,2;6.3;6.05;-134.8;293.987;;;,,,,,,,finHit
1396,3;6.3;6.05;-96.9;430.894;;;,,,,,,,finHit
1397,4;6.3;6.05;-13.2;74.311;;;,,,,,,,finHit
1398,70;178;1;1;-220;0;0;3,,,,,,,finHit
1399,1;6.3;6.05;-187.3;113.444;;;,,,,,,,finHit
1400,2;6.3;6.05;-134.8;290.578;;;,,,,,,,finHit
1401,3;6.3;6.05;-96.9;42.174;;;,,,,,,,finHit
1402,71;178;1;1;-220;0;0;4,,,,,,,finHit
1403,1;6.3;6.05;-187.3;115.685;;;,,,,,,,finHit
1404,2;6.3;6.05;-134.8;307.101;;;,,,,,,,finHit
1405,3;6.3;6.05;-96.9;43.961;;;,,,,,,,finHit
1406,4;6.3;6.05;-13.2;737.526;;;,,,,,,,finHit
1407,72;178;1;1;-220;0;0;3,,,,,,,finHit
1408,1;6.3;6.05;-187.3;109.526;;;,,,,,,,finHit
1409,2;6.3;6.05;-134.8;302.205;;;,,,,,,,finHit
1410,3;6.3;6.05;-96.9;423.509;;;,,,,,,,finHit
1411,73;178;1;1;-220;0;0;3,,,,,,,finHit
1412,1;6.3;6.05;-187.3;113.837;;;,,,,,,,finHit
1413,2;6.3;6.05;-134.8;305.707;;;,,,,,,,finHit
1414,3;6.3;6.05;-96.9;446.959;;;,,,,,,,finHit
1415,74;178;1;1;-220;0;0;4,,,,,,,finHit
1416,1;6.3;6.05;-187.3;101.264;;;,,,,,,,finHit
1417,2;6.3;-6.05;-134.8;287.622;;;,,,,,,,finHit
1418,3;6.3;-6.05;-96.9;415.701;;;,,,,,,,finHit
1419,4;-6.3;-6.05;-13.2;730.378;;;,,,,,,,finHit
1420,75;178;1;1;-220;0;0;3,,,,,,,finHit
1421,1;6.3;6.05;-187.3;120.945;;;,,,,,,,finHit
1422,3;-6.3;6.05;-96.9;428.981;;;,,,,,,,finHit
1423,4;-6.3;6.05;-13.2;738.196;;;,,,,,,,finHit
1424,76;178;1;1;-220;0;0;3,,,,,,,finHit
1425,1;6.3;6.05;-187.3;109.364;;;,,,,,,,finHit
1426,2;6.3;6.05;-134.8;284.361;;;,,,,,,,finHit
1427,3;-6.3;6.05;-96.9;436.883;;;,,,,,,,finHit
1428,77;178;1;1;-220;0;0;3,,,,,,,finHit
1429,1;6.3;6.05;-187.3;112.748;;;,,,,,,,finHit
1430,2;6.3;6.05;-134.8;28.606;;;,,,,,,,finHit
1431,4;-6.3;-6.05;-13.2;726.612;;;,,,,,,,finHit
1432,78;178;1;1;-220;0;0;4,,,,,,,finHit
1433,1;6.3;6.05;-187.3;117.228;;;,,,,,,,finHit
1434,2;-6.3;-6.05;-134.8;283.166;;;,,,,,,,finHit
1435,3;-6.3;-6.05;-96.9;439.531;;;,,,,,,,finHit
1436,4;-6.3;-6.05;-13.2;756.599;;;,,,,,,,finHit
1437,79;178;1;1;-220;0;0;3,,,,,,,finHit
1438,1;6.3;6.05;-187.3;103.204;;;,,,,,,,finHit
1439,4;-6.3;6.05;-13.2;712.019;;;,,,,,,,finHit
1440,4;6.3;-6.05;-13.2;761.299;;;,,,,,,,finHit
1441,80;178;1;1;-220;0;0;2,,,,,,,finHit
1442,1;6.3;6.05;-187.3;114.828;;;,,,,,,,finHit
1443,4;-6.3;-6.05;-13.2;720.783;;;,,,,,,,finHit
1444,81;178;1;1;-220;0;0;4,,,,,,,finHit
1445,1;6.3;6.05;-187.3;107.801;;;,,,,,,,finHit
1446,2;-6.3;6.05;-134.8;300.183;;;,,,,,,,finHit
1447,3;-6.3;6.05;-96.9;433.506;;;,,,,,,,finHit
1448,4;-6.3;6.05;-13.2;756.906;;;,,,,,,,finHit
1449,82;178;1;1;-220;0;0;4,,,,,,,finHit
1450,1;6.3;6.05;-187.3;106.101;;;,,,,,,,finHit
1451,2;6.3;6.05;-134.8;284.188;;;,,,,,,,finHit
1452,3;6.3;6.05;-96.9;411.529;;;,,,,,,,finHit
1453,4;-6.3;6.05;-13.2;737.801;;;,,,,,,,finHit
1454,83;178;1;1;-220;0;0;4,,,,,,,finHit
1455,1;6.3;6.05;-187.3;112.769;;;,,,,,,,finHit
1456,2;6.3;-6.05;-134.8;29.242;;;,,,,,,,finHit
1457,3;6.3;-6.05;-96.9;432.368;;;,,,,,,,finHit
1458,4;6.3;-6.05;-13.2;727.966;;;,,,,,,,finHit
1459,84;178;1;1;-220;0;0;2,,,,,,,finHit
1460,1;6.3;6.05;-187.3;115.704;;;,,,,,,,finHit
1461,4;-6.3;30.25;-13.2;876.963;;;,,,,,,,finHit
1462,85;178;1;1;-220;0;0;3,,,,,,,finHit
1463,1;6.3;6.05;-187.3;117.853;;;,,,,,,,finHit
1464,2;6.3;6.05;-134.8;285.289;;;,,,,,,,finHit
1465,4;18.9;-6.05;-13.2;758.655;;;,,,,,,,finHit
1466,86;178;1;1;-220;0;0;4,,,,,,,finHit
1467,1;6.3;6.05;-187.3;11.273;;;,,,,,,,finHit
1468,2;6.3;6.05;-134.8;291.051;;;,,,,,,,finHit
1469,3;6.3;6.05;-96.9;423.127;;;,,,,,,,finHit
1470,4;6.3;-6.05;-13.2;747.258;;;,,,,,,,finHit
1471,87;178;1;1;-220;0;0;3,,,,,,,finHit
1472,1;6.3;6.05;-187.3;109.607;;;,,,,,,,finHit
1473,2;6.3;-6.05;-134.8;282.601;;;,,,,,,,finHit
1474,3;-6.3;-6.05;-96.9;421.794;;;,,,,,,,finHit
1475,88;178;1;1;-220;0;0;4,,,,,,,finHit
1476,1;6.3;6.05;-187.3;108.056;;;,,,,,,,finHit
1477,2;6.3;6.05;-134.8;290.195;;;,,,,,,,finHit
1478,3;6.3;-6.05;-96.9;424.634;;;,,,,,,,finHit
1479,4;6.3;-6.05;-13.2;729.891;;;,,,,,,,finHit
1480,89;178;1;1;-220;0;0;6,,,,,,,finHit
1481,1;6.3;6.05;-187.3;10.754;;;,,,,,,,finHit
1482,2;6.3;-6.05;-134.8;291.562;;;,,,,,,,finHit
1483,3;6.3;-6.05;-96.9;423.076;;;,,,,,,,finHit
1484,4;18.9;-6.05;-13.2;791.775;;;,,,,,,,finHit
1485,2;-6.3;18.15;-134.8;419.406;;;,,,,,,,finHit
1486,2;18.9;-18.15;-134.8;418.695;;;,,,,,,,finHit
1487,90;178;1;1;-220;0;0;4,,,,,,,finHit
1488,1;6.3;6.05;-187.3;113.682;;;,,,,,,,finHit
1489,2;6.3;6.05;-134.8;295.226;;;,,,,,,,finHit
1490,3;6.3;6.05;-96.9;434.012;;;,,,,,,,finHit
1491,4;6.3;6.05;-13.2;737.014;;;,,,,,,,finHit
1492,91;178;1;1;-220;0;0;4,,,,,,,finHit
1493,1;6.3;6.05;-187.3;113.657;;;,,,,,,,finHit
1494,2;6.3;6.05;-134.8;291.015;;;,,,,,,,finHit
1495,3;-6.3;6.05;-96.9;431.086;;;,,,,,,,finHit
1496,4;-6.3;6.05;-13.2;69.966;;;,,,,,,,finHit
1497,92;178;1;1;-220;0;0;4,,,,,,,finHit
1498,1;6.3;6.05;-187.3;111.013;;;,,,,,,,finHit
1499,2;6.3;6.05;-134.8;287.815;;;,,,,,,,finHit
1500,3;-6.3;6.05;-96.9;434.823;;;,,,,,,,finHit
1501,4;6.3;6.05;-13.2;709.251;;;,,,,,,,finHit
1502,93;178;1;1;-220;0;0;2,,,,,,,finHit
1503,1;6.3;6.05;-187.3;112.996;;;,,,,,,,finHit
1504,4;6.3;-6.05;-13.2;739.164;;;,,,,,,,finHit
1505,94;178;1;1;-220;0;0;3,,,,,,,finHit
1506,1;6.3;6.05;-187.3;110.578;;;,,,,,,,finHit
1507,2;-6.3;6.05;-134.8;291.872;;;,,,,,,,finHit
1508,3;-6.3;6.05;-96.9;425.596;;;,,,,,,,finHit
1509,95;178;1;1;-220;0;0;3,,,,,,,finHit
1510,1;6.3;6.05;-187.3;107.872;;;,,,,,,,finHit
1511,2;6.3;6.05;-134.8;28.326;;;,,,,,,,finHit
1512,3;6.3;6.05;-96.9;419.564;;;,,,,,,,finHit
1513,96;178;1;1;-220;0;0;2,,,,,,,finHit
1514,1;6.3;6.05;-187.3;113.289;;;,,,,,,,finHit
1515,4;-6.3;-6.05;-13.2;729.527;;;,,,,,,,finHit
1516,97;178;1;1;-220;0;0;9,,,,,,,finHit
1517,1;6.3;6.05;-187.3;110.231;;;,,,,,,,finHit
1518,2;6.3;-6.05;-134.8;309.049;;;,,,,,,,finHit
1519,3;6.3;-6.05;-96.9;422.786;;;,,,,,,,finHit
1520,4;-31.5;-6.05;-13.2;861.922;;;,,,,,,,finHit
1521,2;6.3;6.05;-134.8;293.518;;;,,,,,,,finHit
1522,3;6.3;6.05;-96.9;43.669;;;,,,,,,,finHit
1523,4;18.9;6.05;-13.2;761.989;;;,,,,,,,finHit
1524,3;18.9;-6.05;-96.9;518.609;;;,,,,,,,finHit
1525,4;69.3;-18.15;-13.2;110.154;;;,,,,,,,finHit
1526,98;178;1;1;-220;0;0;2,,,,,,,finHit
1527,1;6.3;6.05;-187.3;113.107;;;,,,,,,,finHit
1528,3;-6.3;6.05;-96.9;426.919;;;,,,,,,,finHit
1529,99;178;1;1;-220;0;0;4,,,,,,,finHit
1530,1;6.3;6.05;-187.3;11.065;;;,,,,,,,finHit
1531,2;6.3;6.05;-134.8;292.709;;;,,,,,,,finHit
1532,3;6.3;6.05;-96.9;434.496;;;,,,,,,,finHit
1533,4;6.3;6.05;-13.2;744.446;;;,,,,,,,finHit
1534,100;178;1;1;-220;0;0;3,,,,,,,finHit
1535,1;6.3;6.05;-187.3;113.386;;;,,,,,,,finHit
1536,3;-6.3;6.05;-96.9;430.671;;;,,,,,,,finHit
1537,4;-6.3;6.05;-13.2;713.181;;;,,,,,,,finHit
1538,1,178.0,1.0,1.0,-220.0,0.0,0.0,3.0
1539,1,6.3,6.05,-187.3,1.1942,,,finHit
1540,2,6.3,6.05,-134.8,2.83014,,,finHit
1541,4,-6.3,6.05,-13.2,6.95892,,,finHit
1542,2,178.0,1.0,1.0,-220.0,0.0,0.0,4.0
1543,1,6.3,6.05,-187.3,1.0677,,,finHit
1544,2,6.3,6.05,-134.8,2.89134,,,finHit
1545,3,6.3,6.05,-96.9,4.28646,,,finHit
1546,4,6.3,-6.05,-13.2,7.28426,,,finHit
1547,3,178.0,1.0,1.0,-220.0,0.0,0.0,4.0
1548,1,6.3,6.05,-187.3,1.0783,,,finHit
1549,2,6.3,6.05,-134.8,2.85574,,,finHit
1550,3,6.3,6.05,-96.9,4.2308,,,finHit
1551,4,6.3,6.05,-13.2,7.32323,,,finHit
1552,4,178.0,1.0,1.0,-220.0,0.0,0.0,3.0
1553,1,6.3,6.05,-187.3,1.14971,,,finHit
1554,3,-6.3,6.05,-96.9,4.09885,,,finHit
1555,4,-6.3,-6.05,-13.2,7.22264,,,finHit
1556,5,178.0,1.0,1.0,-220.0,0.0,0.0,2.0
1557,1,6.3,6.05,-187.3,1.10099,,,finHit
1558,2,-6.3,6.05,-134.8,2.87913,,,finHit
1559,6,178.0,1.0,1.0,-220.0,0.0,0.0,6.0
1560,1,6.3,6.05,-187.3,1.13775,,,finHit
1561,2,6.3,-6.05,-134.8,3.03987,,,finHit
1562,3,6.3,-6.05,-96.9,4.66149,,,finHit
1563,4,31.5,-6.05,-13.2,8.4039,,,finHit
1564,4,-6.3,6.05,-13.2,7.26563,,,finHit
1565,4,18.9,-6.05,-13.2,7.91541,,,finHit
1566,7,178.0,1.0,1.0,-220.0,0.0,0.0,4.0
1567,1,6.3,6.05,-187.3,1.13692,,,finHit
1568,2,-6.3,6.05,-134.8,2.84236,,,finHit
1569,3,-6.3,6.05,-96.9,4.22795,,,finHit
1570,4,6.3,6.05,-13.2,7.37754,,,finHit
1571,8,178.0,1.0,1.0,-220.0,0.0,0.0,3.0
1572,1,6.3,6.05,-187.3,1.13665,,,finHit
1573,2,-6.3,6.05,-134.8,2.88108,,,finHit
1574,3,-6.3,6.05,-96.9,4.16077,,,finHit
1575,9,178.0,1.0,1.0,-220.0,0.0,0.0,3.0
1576,1,6.3,6.05,-187.3,1.14402,,,finHit
1577,2,6.3,6.05,-134.8,2.9368,,,finHit
1578,3,6.3,6.05,-96.9,4.18617,,,finHit
1579,10,178.0,1.0,1.0,-220.0,0.0,0.0,4.0
1580,1,6.3,6.05,-187.3,1.14569,,,finHit
1581,2,6.3,6.05,-134.8,2.92634,,,finHit
1582,3,6.3,6.05,-96.9,4.44859,,,finHit
1583,4,6.3,18.15,-13.2,7.65231,,,finHit
1584,11,178.0,1.0,1.0,-220.0,0.0,0.0,3.0
1585,1,6.3,6.05,-187.3,1.07863,,,finHit
1586,2,6.3,6.05,-134.8,2.9006,,,finHit
1587,4,6.3,6.05,-13.2,6.96958,,,finHit
1588,12,178.0,1.0,1.0,-220.0,0.0,0.0,4.0
1589,1,6.3,6.05,-187.3,1.15316,,,finHit
1590,2,-6.3,6.05,-134.8,2.8932,,,finHit
1591,3,-6.3,6.05,-96.9,4.17545,,,finHit
1592,4,-6.3,6.05,-13.2,7.02705,,,finHit
1593,13,178.0,1.0,1.0,-220.0,0.0,0.0,3.0
1594,1,6.3,6.05,-187.3,1.10328,,,finHit
1595,3,-6.3,-6.05,-96.9,4.26249,,,finHit
1596,4,31.5,18.15,-13.2,8.71214,,,finHit
1597,14,178.0,1.0,1.0,-220.0,0.0,0.0,2.0
1598,1,6.3,6.05,-187.3,1.13883,,,finHit
1599,2,6.3,6.05,-134.8,2.96318,,,finHit
1600,15,178.0,1.0,1.0,-220.0,0.0,0.0,3.0
1601,1,6.3,6.05,-187.3,1.13203,,,finHit
1602,3,-6.3,6.05,-96.9,4.233,,,finHit
1603,4,-6.3,6.05,-13.2,7.54054,,,finHit
1604,16,178.0,1.0,1.0,-220.0,0.0,0.0,3.0
1605,1,6.3,6.05,-187.3,1.11136,,,finHit
1606,2,6.3,6.05,-134.8,2.95597,,,finHit
1607,4,18.9,-6.05,-13.2,7.70365,,,finHit
1608,17,178.0,1.0,1.0,-220.0,0.0,0.0,4.0
1609,1,6.3,6.05,-187.3,1.09883,,,finHit
1610,4,-6.3,6.05,-13.2,7.51017,,,finHit
1611,3,6.3,6.05,-96.9,4.09087,,,finHit
1612,4,6.3,6.05,-13.2,7.51,,,finHit
1613,18,178.0,1.0,1.0,-220.0,0.0,0.0,4.0
1614,1,6.3,6.05,-187.3,1.15647,,,finHit
1615,2,6.3,6.05,-134.8,2.88136,,,finHit
1616,3,6.3,6.05,-96.9,4.35732,,,finHit
1617,4,-6.3,6.05,-13.2,7.23063,,,finHit
1618,19,178.0,1.0,1.0,-220.0,0.0,0.0,3.0
1619,1,6.3,6.05,-187.3,1.13811,,,finHit
1620,3,6.3,6.05,-96.9,4.37904,,,finHit
1621,4,6.3,6.05,-13.2,7.31003,,,finHit
1622,20,178.0,1.0,1.0,-220.0,0.0,0.0,2.0
1623,1,6.3,6.05,-187.3,1.08012,,,finHit
1624,2,6.3,-6.05,-134.8,3.07782,,,finHit
1625,21,178.0,1.0,1.0,-220.0,0.0,0.0,2.0
1626,1,6.3,6.05,-187.3,1.10894,,,finHit
1627,4,-6.3,-6.05,-13.2,7.32236,,,finHit
1628,22,178.0,1.0,1.0,-220.0,0.0,0.0,4.0
1629,1,6.3,6.05,-187.3,1.08506,,,finHit
1630,2,6.3,6.05,-134.8,3.10613,,,finHit
1631,3,6.3,6.05,-96.9,4.48915,,,finHit
1632,4,18.9,6.05,-13.2,7.69105,,,finHit
1633,23,178.0,1.0,1.0,-220.0,0.0,0.0,4.0
1634,1,6.3,6.05,-187.3,1.12525,,,finHit
1635,2,6.3,6.05,-134.8,2.93245,,,finHit
1636,3,6.3,6.05,-96.9,4.30961,,,finHit
1637,4,18.9,42.35,-13.2,9.91,,,finHit
1638,24,178.0,1.0,1.0,-220.0,0.0,0.0,3.0
1639,1,6.3,6.05,-187.3,1.09633,,,finHit
1640,3,6.3,-6.05,-96.9,4.21058,,,finHit
1641,4,6.3,-6.05,-13.2,7.21835,,,finHit
1642,25,178.0,1.0,1.0,-220.0,0.0,0.0,4.0
1643,1,6.3,6.05,-187.3,1.13574,,,finHit
1644,2,6.3,6.05,-134.8,2.97906,,,finHit
1645,3,6.3,6.05,-96.9,4.48921,,,finHit
1646,4,6.3,18.15,-13.2,7.76718,,,finHit
1647,26,178.0,1.0,1.0,-220.0,0.0,0.0,2.0
1648,1,6.3,6.05,-187.3,1.1278,,,finHit
1649,4,-6.3,18.15,-13.2,7.83117,,,finHit
1650,27,178.0,1.0,1.0,-220.0,0.0,0.0,4.0
1651,1,6.3,6.05,-187.3,1.06904,,,finHit
1652,2,6.3,6.05,-134.8,2.92301,,,finHit
1653,3,6.3,6.05,-96.9,4.28106,,,finHit
1654,4,6.3,6.05,-13.2,7.46553,,,finHit
1655,28,178.0,1.0,1.0,-220.0,0.0,0.0,2.0
1656,1,6.3,6.05,-187.3,1.1196,,,finHit
1657,4,6.3,-6.05,-13.2,7.33119,,,finHit
1658,29,178.0,1.0,1.0,-220.0,0.0,0.0,4.0
1659,1,6.3,6.05,-187.3,1.11271,,,finHit
1660,2,6.3,-6.05,-134.8,3.002,,,finHit
1661,3,6.3,-6.05,-96.9,4.36534,,,finHit
1662,4,6.3,-18.15,-13.2,7.78514,,,finHit
1663,30,178.0,1.0,1.0,-220.0,0.0,0.0,3.0
1664,1,6.3,6.05,-187.3,1.10481,,,finHit
1665,3,-6.3,6.05,-96.9,4.36019,,,finHit
1666,4,-6.3,6.05,-13.2,7.58789,,,finHit
1667,31,178.0,1.0,1.0,-220.0,0.0,0.0,3.0
1668,1,6.3,6.05,-187.3,1.04813,,,finHit
1669,2,6.3,6.05,-134.8,2.94567,,,finHit
1670,3,6.3,6.05,-96.9,4.2443,,,finHit
1671,32,178.0,1.0,1.0,-220.0,0.0,0.0,4.0
1672,1,6.3,6.05,-187.3,1.12746,,,finHit
1673,2,6.3,-6.05,-134.8,3.12241,,,finHit
1674,3,6.3,-6.05,-96.9,4.92414,,,finHit
1675,4,18.9,-30.25,-13.2,8.98322,,,finHit
1676,33,178.0,1.0,1.0,-220.0,0.0,0.0,3.0
1677,1,6.3,6.05,-187.3,1.07016,,,finHit
1678,3,-6.3,-6.05,-96.9,4.2017,,,finHit
1679,4,-6.3,-6.05,-13.2,7.08518,,,finHit
1680,34,178.0,1.0,1.0,-220.0,0.0,0.0,1.0
1681,1,6.3,6.05,-187.3,1.08106,,,finHit
1682,35,178.0,1.0,1.0,-220.0,0.0,0.0,4.0
1683,1,6.3,6.05,-187.3,1.10777,,,finHit
1684,2,6.3,6.05,-134.8,2.93439,,,finHit
1685,3,6.3,6.05,-96.9,4.37128,,,finHit
1686,4,6.3,6.05,-13.2,7.36093,,,finHit
1687,36,178.0,1.0,1.0,-220.0,0.0,0.0,6.0
1688,1,6.3,6.05,-187.3,1.06255,,,finHit
1689,2,6.3,-6.05,-134.8,2.93563,,,finHit
1690,3,6.3,-6.05,-96.9,4.32213,,,finHit
1691,4,6.3,-18.15,-13.2,7.94835,,,finHit
1692,3,-6.3,-6.05,-96.9,4.25659,,,finHit
1693,4,44.1,30.25,-13.2,10.1298,,,finHit
1694,37,178.0,1.0,1.0,-220.0,0.0,0.0,3.0
1695,1,6.3,6.05,-187.3,1.14612,,,finHit
1696,2,6.3,6.05,-134.8,2.94699,,,finHit
1697,3,6.3,6.05,-96.9,4.20509,,,finHit
1698,38,178.0,1.0,1.0,-220.0,0.0,0.0,3.0
1699,1,6.3,6.05,-187.3,1.09373,,,finHit
1700,3,-6.3,-6.05,-96.9,4.16501,,,finHit
1701,4,-6.3,-6.05,-13.2,7.21925,,,finHit
1702,39,178.0,1.0,1.0,-220.0,0.0,0.0,2.0
1703,1,6.3,6.05,-187.3,1.13719,,,finHit
1704,4,6.3,-6.05,-13.2,7.0803,,,finHit
1705,40,178.0,1.0,1.0,-220.0,0.0,0.0,3.0
1706,1,6.3,6.05,-187.3,1.13199,,,finHit
1707,3,-6.3,18.15,-96.9,5.36344,,,finHit
1708,4,-6.3,42.35,-13.2,9.54238,,,finHit
1709,41,178.0,1.0,1.0,-220.0,0.0,0.0,4.0
1710,1,6.3,6.05,-187.3,1.08733,,,finHit
1711,2,6.3,6.05,-134.8,3.02237,,,finHit
1712,3,6.3,6.05,-96.9,4.4021,,,finHit
1713,4,6.3,6.05,-13.2,7.41801,,,finHit
1714,42,178.0,1.0,1.0,-220.0,0.0,0.0,4.0
1715,1,6.3,6.05,-187.3,1.06127,,,finHit
1716,2,6.3,6.05,-134.8,2.98981,,,finHit
1717,3,6.3,6.05,-96.9,4.27381,,,finHit
1718,4,6.3,6.05,-13.2,6.92832,,,finHit
1719,43,178.0,1.0,1.0,-220.0,0.0,0.0,4.0
1720,1,6.3,6.05,-187.3,1.10963,,,finHit
1721,2,6.3,6.05,-134.8,2.86158,,,finHit
1722,3,6.3,6.05,-96.9,4.39817,,,finHit
1723,4,18.9,6.05,-13.2,7.61873,,,finHit
1724,44,178.0,1.0,1.0,-220.0,0.0,0.0,4.0
1725,1,6.3,6.05,-187.3,1.07991,,,finHit
1726,3,-6.3,6.05,-96.9,4.29588,,,finHit
1727,4,-6.3,6.05,-13.2,7.38963,,,finHit
1728,2,18.9,6.05,-134.8,3.93679,,,finHit
1729,45,178.0,1.0,1.0,-220.0,0.0,0.0,3.0
1730,1,6.3,6.05,-187.3,1.15314,,,finHit
1731,3,6.3,-6.05,-96.9,4.5943,,,finHit
1732,4,6.3,-42.35,-13.2,9.34633,,,finHit
1733,46,178.0,1.0,1.0,-220.0,0.0,0.0,4.0
1734,1,6.3,6.05,-187.3,1.12547,,,finHit
1735,2,6.3,-6.05,-134.8,2.95207,,,finHit
1736,3,6.3,-6.05,-96.9,4.42471,,,finHit
1737,4,6.3,-6.05,-13.2,7.18359,,,finHit
1738,47,178.0,1.0,1.0,-220.0,0.0,0.0,2.0
1739,1,6.3,6.05,-187.3,1.05827,,,finHit
1740,4,-18.9,6.05,-13.2,8.01595,,,finHit
1741,48,178.0,1.0,1.0,-220.0,0.0,0.0,3.0
1742,1,6.3,6.05,-187.3,1.12439,,,finHit
1743,3,-6.3,-6.05,-96.9,4.21698,,,finHit
1744,4,-6.3,-18.15,-13.2,8.17604,,,finHit
1745,49,178.0,1.0,1.0,-220.0,0.0,0.0,4.0
1746,1,6.3,6.05,-187.3,1.08003,,,finHit
1747,2,6.3,6.05,-134.8,2.95243,,,finHit
1748,3,6.3,6.05,-96.9,4.29676,,,finHit
1749,4,6.3,6.05,-13.2,7.27564,,,finHit
1750,50,178.0,1.0,1.0,-220.0,0.0,0.0,2.0
1751,1,6.3,6.05,-187.3,1.18187,,,finHit
1752,4,6.3,6.05,-13.2,7.14742,,,finHit
1753,51,178.0,1.0,1.0,-220.0,0.0,0.0,2.0
1754,1,6.3,6.05,-187.3,1.14274,,,finHit
1755,4,-6.3,-6.05,-13.2,7.34883,,,finHit
1756,52,178.0,1.0,1.0,-220.0,0.0,0.0,1.0
1757,1,6.3,6.05,-187.3,1.12124,,,finHit
1758,53,178.0,1.0,1.0,-220.0,0.0,0.0,4.0
1759,1,6.3,6.05,-187.3,1.07309,,,finHit
1760,2,6.3,-6.05,-134.8,3.0776,,,finHit
1761,3,6.3,-6.05,-96.9,4.55443,,,finHit
1762,4,18.9,-18.15,-13.2,8.61294,,,finHit
1763,54,178.0,1.0,1.0,-220.0,0.0,0.0,4.0
1764,1,6.3,6.05,-187.3,1.14734,,,finHit
1765,2,6.3,6.05,-134.8,2.98077,,,finHit
1766,3,6.3,6.05,-96.9,4.27721,,,finHit
1767,4,6.3,6.05,-13.2,7.35827,,,finHit
1768,55,178.0,1.0,1.0,-220.0,0.0,0.0,2.0
1769,1,6.3,6.05,-187.3,1.13172,,,finHit
1770,4,6.3,6.05,-13.2,7.15884,,,finHit
1771,56,178.0,1.0,1.0,-220.0,0.0,0.0,3.0
1772,1,6.3,6.05,-187.3,1.14318,,,finHit
1773,3,6.3,6.05,-96.9,4.40156,,,finHit
1774,4,6.3,30.25,-13.2,8.53111,,,finHit
1775,57,178.0,1.0,1.0,-220.0,0.0,0.0,4.0
1776,1,6.3,6.05,-187.3,1.14113,,,finHit
1777,2,6.3,6.05,-134.8,3.17955,,,finHit
1778,3,6.3,6.05,-96.9,4.5795,,,finHit
1779,4,6.3,6.05,-13.2,7.77651,,,finHit
1780,58,178.0,1.0,1.0,-220.0,0.0,0.0,2.0
1781,1,6.3,6.05,-187.3,1.1176,,,finHit
1782,4,-18.9,6.05,-13.2,7.95929,,,finHit
1783,59,178.0,1.0,1.0,-220.0,0.0,0.0,4.0
1784,1,6.3,6.05,-187.3,1.1426,,,finHit
1785,2,6.3,6.05,-134.8,3.00563,,,finHit
1786,3,6.3,6.05,-96.9,4.36876,,,finHit
1787,4,18.9,6.05,-13.2,7.9136,,,finHit
1788,60,178.0,1.0,1.0,-220.0,0.0,0.0,2.0
1789,1,6.3,6.05,-187.3,1.13067,,,finHit
1790,2,6.3,6.05,-134.8,2.90922,,,finHit
1791,61,178.0,1.0,1.0,-220.0,0.0,0.0,5.0
1792,1,6.3,6.05,-187.3,1.1581,,,finHit
1793,3,6.3,-6.05,-96.9,4.34056,,,finHit
1794,4,6.3,-18.15,-13.2,7.9228,,,finHit
1795,4,-6.3,-6.05,-13.2,7.09167,,,finHit
1796,4,6.3,-6.05,-13.2,7.27043,,,finHit
1797,62,178.0,1.0,1.0,-220.0,0.0,0.0,5.0
1798,1,6.3,6.05,-187.3,1.17548,,,finHit
1799,2,-31.5,-6.05,-134.8,4.84419,,,finHit
1800,2,-6.3,-6.05,-134.8,3.36443,,,finHit
1801,3,6.3,6.05,-96.9,4.35612,,,finHit
1802,4,6.3,6.05,-13.2,7.4294,,,finHit
1803,63,178.0,1.0,1.0,-220.0,0.0,0.0,3.0
1804,1,6.3,6.05,-187.3,1.02613,,,finHit
1805,2,6.3,6.05,-134.8,2.95852,,,finHit
1806,4,-6.3,6.05,-13.2,7.50243,,,finHit
1807,64,178.0,1.0,1.0,-220.0,0.0,0.0,5.0
1808,1,6.3,6.05,-187.3,1.14718,,,finHit
1809,2,6.3,6.05,-134.8,3.20862,,,finHit
